time,Fx,Fy,Fz
3.090000,0.000000,0.000000,42.789042
3.092000,0.000000,0.000000,48.884310
3.094000,0.000000,0.000000,60.267948
3.096000,0.000000,0.000000,78.021150
3.098000,0.000000,0.000000,102.390793
3.100000,0.000000,0.000000,133.398928
3.102000,0.000000,0.000000,169.766702
3.104000,0.000000,0.000000,208.939588
3.106000,0.000000,0.000000,250.285796
3.108000,0.000000,0.000000,288.649550
3.110000,0.000000,0.000000,319.298640
3.112000,0.000000,0.000000,338.200933
3.114000,0.000000,0.000000,343.145695
3.116000,0.000000,0.000000,334.745043
3.118000,0.000000,0.000000,316.388683
3.120000,0.000000,0.000000,294.165037
3.122000,0.000000,0.000000,270.252138
3.124000,0.000000,0.000000,250.422737
3.126000,0.000000,0.000000,236.112797
3.128000,0.000000,0.000000,223.405799
3.130000,0.000000,0.000000,209.962805
3.132000,0.000000,0.000000,193.815194
3.134000,0.000000,0.000000,173.466842
3.136000,0.000000,0.000000,150.471596
3.138000,0.000000,0.000000,126.184929
3.140000,0.000000,0.000000,110.671390
3.142000,0.000000,0.000000,97.260936
3.144000,0.000000,0.000000,82.974368
3.146000,0.000000,0.000000,68.554835
3.148000,0.000000,0.000000,54.015057
3.150000,0.000000,0.000000,40.904375
3.152000,0.000000,0.000000,28.745676
3.154000,0.000000,0.000000,17.293222
3.156000,0.000000,0.000000,9.024827
3.158000,0.000000,0.000000,1.659317
3.160000,0.000000,0.000000,-4.057977
3.162000,0.000000,0.000000,-8.178089
3.164000,0.000000,0.000000,-12.027520
3.166000,0.000000,0.000000,-13.269026
3.168000,0.000000,0.000000,-12.988829
3.170000,0.000000,0.000000,-10.255230
3.172000,0.000000,0.000000,-7.430340
3.174000,0.000000,0.000000,-4.567346
3.176000,0.000000,0.000000,0.367017
3.178000,0.000000,0.000000,6.298687
3.180000,0.000000,0.000000,13.124365
3.182000,0.000000,0.000000,20.782244
3.184000,0.000000,0.000000,29.208338
3.186000,0.000000,0.000000,38.725612
3.188000,0.000000,0.000000,48.392352
3.190000,0.000000,0.000000,58.431538
3.192000,0.000000,0.000000,69.420989
3.194000,0.000000,0.000000,81.378209
3.196000,0.000000,0.000000,93.553413
3.198000,0.000000,0.000000,105.657851
3.200000,0.000000,0.000000,116.626219
3.202000,0.000000,0.000000,127.802938
3.204000,0.000000,0.000000,136.326629
3.206000,0.000000,0.000000,144.497944
3.208000,0.000000,0.000000,151.688147
3.210000,0.000000,0.000000,157.871875
3.212000,0.000000,0.000000,163.868831
3.214000,0.000000,0.000000,160.637781
3.216000,0.000000,0.000000,162.509105
3.218000,0.000000,0.000000,164.448477
3.220000,0.000000,0.000000,165.734799
3.222000,0.000000,0.000000,166.936638
3.224000,0.000000,0.000000,166.023764
3.226000,0.000000,0.000000,165.010516
3.228000,0.000000,0.000000,163.841529
3.230000,0.000000,0.000000,161.663142
3.232000,0.000000,0.000000,158.703229
3.234000,0.000000,0.000000,155.672482
3.236000,0.000000,0.000000,152.333142
3.238000,0.000000,0.000000,148.645223
3.240000,0.000000,0.000000,144.571946
3.242000,0.000000,0.000000,140.209516
3.244000,0.000000,0.000000,135.543504
3.246000,0.000000,0.000000,131.023255
3.248000,0.000000,0.000000,125.867067
3.250000,0.000000,0.000000,121.512549
3.252000,0.000000,0.000000,120.834702
3.254000,0.000000,0.000000,112.308063
3.256000,0.000000,0.000000,107.312073
3.258000,0.000000,0.000000,104.765051
3.260000,0.000000,0.000000,101.463168
3.262000,0.000000,0.000000,98.618367
3.264000,0.000000,0.000000,96.226139
3.266000,0.000000,0.000000,92.626611
3.268000,0.000000,0.000000,90.200722
3.270000,0.000000,0.000000,86.721544
3.272000,0.000000,0.000000,83.956555
3.274000,0.000000,0.000000,81.412589
3.276000,0.000000,0.000000,79.112924
3.278000,0.000000,0.000000,77.063044
3.280000,0.000000,0.000000,75.328560
3.282000,0.000000,0.000000,74.410228
3.284000,0.000000,0.000000,73.218744
3.286000,0.000000,0.000000,72.207646
3.288000,0.000000,0.000000,71.400282
3.290000,0.000000,0.000000,70.785318
3.292000,0.000000,0.000000,70.364651
3.294000,0.000000,0.000000,70.107271
3.296000,0.000000,0.000000,69.980605
3.298000,0.000000,0.000000,69.990510
3.300000,0.000000,0.000000,69.777145
3.302000,0.000000,0.000000,70.050597
3.304000,0.000000,0.000000,70.802439
3.306000,0.000000,0.000000,71.155866
3.308000,0.000000,0.000000,71.916202
3.310000,0.000000,0.000000,73.069586
3.312000,0.000000,0.000000,70.621684
3.314000,0.000000,0.000000,64.284210
3.316000,0.000000,0.000000,59.738476
3.318000,0.000000,0.000000,56.430755
