time,roll_e,pitch_e,yaw_e
8.746000,-0.003884,-0.007372,0.723499
8.748000,-0.003732,-0.007390,0.724739
8.750000,-0.003581,-0.007397,0.725949
8.754000,-0.003431,-0.007394,0.727128
8.756000,-0.003284,-0.007381,0.728277
8.756000,-0.003137,-0.007360,0.729398
8.758000,-0.002993,-0.007330,0.730492
8.760000,-0.002850,-0.007292,0.731558
8.764000,-0.002710,-0.007247,0.732599
8.764000,-0.002571,-0.007195,0.733615
8.766000,-0.002435,-0.007137,0.734608
8.770000,-0.002170,-0.007004,0.736522
8.770000,-0.002170,-0.007004,0.736522
8.772000,-0.002041,-0.006931,0.737445
8.774000,-0.001915,-0.006854,0.738345
8.776000,-0.001792,-0.006773,0.739223
8.780000,-0.001672,-0.006688,0.740080
8.782000,-0.001555,-0.006600,0.740915
8.782000,-0.001441,-0.006509,0.741729
8.784000,-0.001329,-0.006416,0.742523
8.786000,-0.001221,-0.006320,0.743296
8.790000,-0.001015,-0.006121,0.744784
8.792000,-0.001015,-0.006121,0.744784
8.794000,-0.000917,-0.006019,0.745500
8.794000,-0.000821,-0.005916,0.746198
8.796000,-0.000729,-0.005811,0.746878
8.798000,-0.000641,-0.005706,0.747540
8.802000,-0.000474,-0.005490,0.748810
8.804000,-0.000474,-0.005490,0.748810
8.804000,-0.000396,-0.005382,0.749419
8.806000,-0.000321,-0.005272,0.750011
8.808000,-0.000249,-0.005162,0.750586
8.812000,-0.000181,-0.005052,0.751144
8.814000,-0.000117,-0.004942,0.751685
8.814000,-0.000056,-0.004831,0.752211
8.816000,0.000002,-0.004720,0.752720
8.818000,0.000056,-0.004610,0.753214
8.820000,0.000106,-0.004499,0.753691
8.822000,0.000106,-0.004499,0.753691
8.822000,0.000197,-0.004278,0.754600
8.826000,0.000238,-0.004168,0.755031
8.830000,0.000274,-0.004059,0.755446
8.832000,0.000308,-0.003949,0.755849
8.832000,0.000338,-0.003841,0.756238
8.834000,0.000365,-0.003733,0.756612
8.836000,0.000389,-0.003624,0.756970
8.838000,0.000410,-0.003516,0.757313
8.842000,0.000428,-0.003408,0.757642
8.844000,0.000443,-0.003300,0.757957
8.844000,0.000455,-0.003192,0.758257
8.846000,0.000464,-0.003084,0.758544
8.848000,0.000471,-0.002977,0.758815
8.850000,0.000475,-0.002869,0.759073
8.854000,0.000474,-0.002657,0.759544
8.856000,0.000474,-0.002657,0.759544
8.858000,0.000471,-0.002551,0.759757
8.858000,0.000464,-0.002447,0.759959
8.860000,0.000456,-0.002343,0.760146
8.862000,0.000445,-0.002240,0.760321
8.866000,0.000432,-0.002137,0.760482
8.868000,0.000417,-0.002036,0.760631
8.868000,0.000400,-0.001935,0.760767
8.870000,0.000381,-0.001835,0.760889
8.872000,0.000360,-0.001736,0.760996
8.876000,0.000337,-0.001638,0.761089
8.876000,0.000312,-0.001540,0.761167
8.878000,0.000286,-0.001444,0.761230
8.880000,0.000258,-0.001348,0.761277
8.882000,0.000228,-0.001253,0.761307
8.886000,0.000197,-0.001159,0.761321
8.888000,0.000165,-0.001066,0.761318
8.890000,0.000132,-0.000974,0.761311
8.890000,0.000097,-0.000885,0.761300
8.892000,0.000062,-0.000796,0.761278
8.896000,-0.000105,-0.000772,0.761302
8.896000,-0.000402,-0.000812,0.761368
8.898000,-0.000766,-0.000890,0.761538
8.900000,-0.001180,-0.000993,0.761817
8.904000,-0.001629,-0.001109,0.762212
8.906000,-0.002102,-0.001232,0.762710
8.906000,-0.002594,-0.001357,0.763306
8.908000,-0.003100,-0.001482,0.763987
8.910000,-0.003614,-0.001601,0.764739
8.914000,-0.004134,-0.001715,0.765539
8.916000,-0.004658,-0.001820,0.766368
8.916000,-0.005180,-0.001914,0.767222
8.918000,-0.005697,-0.001995,0.768092
8.920000,-0.006206,-0.002063,0.768973
8.922000,-0.006703,-0.002115,0.769860
8.926000,-0.007187,-0.002154,0.770746
8.926000,-0.007656,-0.002178,0.771627
8.928000,-0.008107,-0.002186,0.772504
8.930000,-0.008538,-0.002179,0.773373
8.932000,-0.008949,-0.002158,0.774235
8.936000,-0.009339,-0.002123,0.775088
8.936000,-0.009707,-0.002075,0.775929
8.938000,-0.010053,-0.002014,0.776760
8.940000,-0.010376,-0.001940,0.777580
8.944000,-0.010677,-0.001856,0.778389
8.946000,-0.010956,-0.001761,0.779186
8.946000,-0.011212,-0.001657,0.779972
8.948000,-0.011448,-0.001544,0.780745
8.950000,-0.011661,-0.001423,0.781508
8.952000,-0.011855,-0.001296,0.782259
8.954000,-0.012028,-0.001163,0.782999
8.958000,-0.012183,-0.001025,0.783728
8.960000,-0.012319,-0.000884,0.784446
8.960000,-0.012438,-0.000740,0.785153
8.962000,-0.012539,-0.000593,0.785850
8.964000,-0.012626,-0.000446,0.786537
8.966000,-0.012697,-0.000297,0.787214
8.970000,-0.012753,-0.000149,0.787883
8.970000,-0.012797,-0.000003,0.788542
8.972000,-0.012829,0.000142,0.789193
8.974000,-0.012850,0.000284,0.789835
8.976000,-0.012859,0.000423,0.790469
8.978000,-0.012858,0.000559,0.791095
8.982000,-0.012849,0.000689,0.791714
8.982000,-0.012831,0.000815,0.792325
8.984000,-0.012804,0.000935,0.792929
8.986000,-0.012770,0.001050,0.793527
8.990000,-0.012730,0.001157,0.794118
8.990000,-0.012683,0.001258,0.794703
8.992000,-0.012630,0.001352,0.795282
8.994000,-0.012571,0.001438,0.795854
8.998000,-0.012507,0.001517,0.796422
8.998000,-0.012439,0.001588,0.796983
9.000000,-0.012367,0.001651,0.797539
9.002000,-0.012292,0.001706,0.798089
9.004000,-0.012213,0.001753,0.798634
9.008000,-0.012130,0.001791,0.799174
9.010000,-0.012046,0.001821,0.799708
9.010000,-0.011959,0.001842,0.800238
9.012000,-0.011870,0.001855,0.800762
9.014000,-0.011778,0.001859,0.801282
9.016000,-0.011685,0.001855,0.801798
9.018000,-0.011591,0.001842,0.802308
9.022000,-0.011496,0.001821,0.802814
9.024000,-0.011400,0.001791,0.803316
9.024000,-0.011303,0.001753,0.803813
9.026000,-0.011205,0.001705,0.804305
9.030000,-0.011108,0.001650,0.804793
9.032000,-0.011010,0.001586,0.805276
9.032000,-0.010911,0.001514,0.805755
9.036000,-0.010911,0.001514,0.805755
9.036000,-0.010813,0.001434,0.806230
9.038000,-0.010617,0.001250,0.807165
9.042000,-0.010520,0.001145,0.807624
9.042000,-0.010424,0.001032,0.808077
9.046000,-0.010328,0.000912,0.808525
9.048000,-0.010233,0.000784,0.808966
9.050000,-0.010139,0.000649,0.809402
9.050000,-0.010045,0.000506,0.809832
9.052000,-0.009952,0.000356,0.810257
9.056000,-0.009860,0.000198,0.810676
9.058000,-0.009769,0.000033,0.811089
9.060000,-0.009679,-0.000138,0.811498
9.060000,-0.009590,-0.000317,0.811900
9.062000,-0.009502,-0.000503,0.812293
9.064000,-0.009417,-0.000697,0.812675
9.068000,-0.009332,-0.000898,0.813046
9.070000,-0.009250,-0.001105,0.813408
9.072000,-0.009168,-0.001320,0.813760
9.072000,-0.009087,-0.001540,0.814104
9.074000,-0.009006,-0.001767,0.814441
9.076000,-0.008925,-0.002000,0.814772
9.080000,-0.008845,-0.002238,0.815098
9.082000,-0.008765,-0.002482,0.815421
9.082000,-0.008686,-0.002731,0.815739
9.084000,-0.008608,-0.002986,0.816052
9.086000,-0.008531,-0.003247,0.816363
9.090000,-0.008430,-0.003538,0.816733
9.092000,-0.008310,-0.003851,0.817156
9.092000,-0.008174,-0.004177,0.817623
9.094000,-0.008029,-0.004497,0.818207
9.096000,-0.007876,-0.004808,0.818903
9.100000,-0.007718,-0.005109,0.819707
9.102000,-0.007556,-0.005396,0.820600
9.102000,-0.007391,-0.005671,0.821567
9.104000,-0.007224,-0.005930,0.822589
9.106000,-0.007055,-0.006174,0.823650
9.108000,-0.006885,-0.006402,0.824735
9.112000,-0.006714,-0.006614,0.825832
9.114000,-0.006541,-0.006808,0.826933
9.114000,-0.006368,-0.006985,0.828030
9.116000,-0.006194,-0.007146,0.829117
9.120000,-0.006020,-0.007290,0.830190
9.120000,-0.005846,-0.007417,0.831246
9.122000,-0.005672,-0.007528,0.832284
9.124000,-0.005498,-0.007624,0.833302
9.128000,-0.005325,-0.007705,0.834300
9.130000,-0.005153,-0.007772,0.835276
9.130000,-0.004983,-0.007825,0.836232
9.132000,-0.004813,-0.007865,0.837166
9.134000,-0.004645,-0.007894,0.838079
9.136000,-0.004478,-0.007911,0.838972
9.140000,-0.004313,-0.007918,0.839845
9.142000,-0.004150,-0.007914,0.840697
9.142000,-0.003989,-0.007901,0.841529
9.144000,-0.003830,-0.007879,0.842342
9.148000,-0.003518,-0.007806,0.843912
9.150000,-0.003518,-0.007806,0.843912
9.150000,-0.003366,-0.007757,0.844669
9.152000,-0.003217,-0.007700,0.845409
9.154000,-0.003070,-0.007637,0.846132
9.158000,-0.002926,-0.007567,0.846838
9.158000,-0.002784,-0.007491,0.847528
9.160000,-0.002646,-0.007408,0.848201
9.162000,-0.002510,-0.007321,0.848858
9.166000,-0.002378,-0.007228,0.849499
9.166000,-0.002248,-0.007130,0.850124
9.168000,-0.002122,-0.007028,0.850733
9.170000,-0.001999,-0.006923,0.851328
9.174000,-0.001879,-0.006813,0.851908
9.176000,-0.001762,-0.006700,0.852472
9.176000,-0.001649,-0.006584,0.853023
9.178000,-0.001539,-0.006465,0.853560
9.180000,-0.001433,-0.006344,0.854083
9.184000,-0.001330,-0.006221,0.854592
9.186000,-0.001231,-0.006095,0.855089
9.186000,-0.001135,-0.005968,0.855572
9.188000,-0.001043,-0.005839,0.856041
9.190000,-0.000955,-0.005709,0.856497
9.194000,-0.000870,-0.005578,0.856940
9.194000,-0.000789,-0.005445,0.857370
9.196000,-0.000711,-0.005312,0.857786
9.198000,-0.000638,-0.005178,0.858189
9.200000,-0.000568,-0.005044,0.858580
9.204000,-0.000501,-0.004909,0.858958
9.204000,-0.000438,-0.004774,0.859324
9.206000,-0.000379,-0.004639,0.859678
9.208000,-0.000324,-0.004504,0.860019
9.210000,-0.000272,-0.004369,0.860349
9.214000,-0.000179,-0.004100,0.860971
9.216000,-0.000179,-0.004100,0.860971
9.216000,-0.000138,-0.003966,0.861262
9.218000,-0.000100,-0.003832,0.861541
9.220000,-0.000066,-0.003699,0.861808
9.224000,-0.000008,-0.003435,0.862304
9.226000,-0.000008,-0.003435,0.862304
9.226000,0.000016,-0.003303,0.862535
9.228000,0.000038,-0.003173,0.862757
9.230000,0.000055,-0.003044,0.862967
9.232000,0.000070,-0.002916,0.863167
9.234000,0.000070,-0.002916,0.863167
9.234000,0.000091,-0.002661,0.863531
9.238000,0.000096,-0.002535,0.863696
9.240000,0.000099,-0.002410,0.863847
9.242000,0.000099,-0.002287,0.863984
9.244000,0.000095,-0.002165,0.864108
9.246000,0.000090,-0.002045,0.864218
9.248000,0.000081,-0.001926,0.864316
9.250000,0.000070,-0.001808,0.864401
9.252000,0.000057,-0.001692,0.864475
9.256000,0.000041,-0.001577,0.864537
9.258000,0.000023,-0.001464,0.864588
9.258000,0.000003,-0.001352,0.864630
9.260000,-0.000019,-0.001242,0.864661
9.262000,-0.000043,-0.001133,0.864675
9.264000,-0.000069,-0.001025,0.864671
9.268000,-0.000098,-0.000920,0.864650
9.268000,-0.000129,-0.000815,0.864615
9.270000,-0.000161,-0.000712,0.864566
9.272000,-0.000195,-0.000610,0.864505
9.274000,-0.000231,-0.000508,0.864434
9.276000,-0.000268,-0.000408,0.864359
9.280000,-0.000305,-0.000307,0.864281
9.282000,-0.000539,-0.000288,0.864265
9.282000,-0.000947,-0.000340,0.864304
9.284000,-0.001466,-0.000441,0.864427
9.288000,-0.002066,-0.000573,0.864635
9.288000,-0.002725,-0.000724,0.864926
9.290000,-0.003427,-0.000885,0.865293
9.292000,-0.004158,-0.001051,0.865728
9.294000,-0.004909,-0.001215,0.866221
9.296000,-0.005671,-0.001374,0.866763
9.298000,-0.006437,-0.001524,0.867346
9.302000,-0.007200,-0.001663,0.867962
9.302000,-0.007956,-0.001786,0.868602
9.304000,-0.008698,-0.001894,0.869260
9.306000,-0.009424,-0.001984,0.869932
9.308000,-0.010129,-0.002056,0.870611
9.310000,-0.010811,-0.002109,0.871295
9.314000,-0.011466,-0.002143,0.871981
9.314000,-0.012092,-0.002157,0.872667
9.316000,-0.012688,-0.002152,0.873349
9.318000,-0.013252,-0.002128,0.874028
9.320000,-0.013783,-0.002087,0.874701
9.322000,-0.014281,-0.002028,0.875367
9.324000,-0.014746,-0.001953,0.876027
9.328000,-0.015177,-0.001862,0.876679
9.328000,-0.015575,-0.001758,0.877323
9.330000,-0.015940,-0.001640,0.877959
9.332000,-0.016273,-0.001510,0.878587
9.334000,-0.016575,-0.001369,0.879205
9.336000,-0.016847,-0.001219,0.879815
9.338000,-0.017090,-0.001060,0.880417
9.342000,-0.017304,-0.000894,0.881009
9.342000,-0.017492,-0.000721,0.881594
9.344000,-0.017653,-0.000542,0.882170
9.348000,-0.017791,-0.000360,0.882737
9.348000,-0.017904,-0.000174,0.883297
9.350000,-0.017996,0.000014,0.883849
9.352000,-0.018067,0.000204,0.884393
9.354000,-0.018119,0.000393,0.884930
9.356000,-0.018152,0.000583,0.885459
9.358000,-0.018168,0.000771,0.885982
9.362000,-0.018168,0.000956,0.886498
9.362000,-0.018153,0.001139,0.887007
9.364000,-0.018124,0.001319,0.887510
9.366000,-0.018082,0.001494,0.888006
9.368000,-0.018028,0.001665,0.888497
9.370000,-0.017964,0.001831,0.888982
9.372000,-0.017890,0.001991,0.889461
9.374000,-0.017807,0.002145,0.889935
9.376000,-0.017716,0.002293,0.890404
9.378000,-0.017618,0.002433,0.890868
9.382000,-0.017513,0.002566,0.891327
9.382000,-0.017401,0.002691,0.891781
9.384000,-0.017285,0.002807,0.892231
9.386000,-0.017164,0.002914,0.892676
9.390000,-0.017038,0.003012,0.893117
9.392000,-0.016909,0.003102,0.893554
9.392000,-0.016776,0.003182,0.893987
9.394000,-0.016641,0.003253,0.894416
9.396000,-0.016503,0.003315,0.894840
9.398000,-0.016363,0.003368,0.895261
9.402000,-0.016222,0.003411,0.895679
9.404000,-0.016080,0.003445,0.896092
9.404000,-0.015937,0.003469,0.896502
9.406000,-0.015794,0.003484,0.896908
9.408000,-0.015651,0.003489,0.897310
9.412000,-0.015508,0.003484,0.897709
9.414000,-0.015365,0.003470,0.898104
9.416000,-0.015222,0.003446,0.898495
9.416000,-0.015080,0.003414,0.898883
9.418000,-0.014939,0.003372,0.899267
9.420000,-0.014799,0.003321,0.899647
9.424000,-0.014660,0.003261,0.900024
9.424000,-0.014522,0.003191,0.900396
9.426000,-0.014386,0.003113,0.900765
9.428000,-0.014252,0.003026,0.901131
9.430000,-0.014119,0.002930,0.901492
9.434000,-0.013989,0.002825,0.901850
9.436000,-0.013860,0.002712,0.902204
9.436000,-0.013734,0.002589,0.902554
9.438000,-0.013609,0.002458,0.902899
9.442000,-0.013487,0.002318,0.903238
9.442000,-0.013367,0.002170,0.903572
9.444000,-0.013249,0.002014,0.903900
9.448000,-0.013133,0.001850,0.904223
9.448000,-0.013019,0.001677,0.904541
9.450000,-0.012908,0.001497,0.904853
9.452000,-0.012798,0.001309,0.905160
9.456000,-0.012691,0.001113,0.905463
9.456000,-0.012586,0.000909,0.905761
9.458000,-0.012483,0.000697,0.906053
9.460000,-0.012382,0.000476,0.906340
9.462000,-0.012287,0.000247,0.906612
9.464000,-0.012195,0.000008,0.906870
9.468000,-0.012020,-0.000492,0.907351
9.468000,-0.012020,-0.000492,0.907351
9.470000,-0.011935,-0.000754,0.907580
9.472000,-0.011836,-0.001056,0.907849
9.476000,-0.011728,-0.001387,0.908150
9.476000,-0.011607,-0.001733,0.908532
9.478000,-0.011474,-0.002085,0.908989
9.480000,-0.011332,-0.002438,0.909518
9.482000,-0.011182,-0.002788,0.910105
9.484000,-0.011027,-0.003130,0.910739
9.486000,-0.010866,-0.003462,0.911407
9.488000,-0.010700,-0.003781,0.912103
9.490000,-0.010531,-0.004084,0.912818
9.492000,-0.010358,-0.004371,0.913543
9.494000,-0.010182,-0.004641,0.914272
9.498000,-0.010003,-0.004892,0.915000
9.498000,-0.009822,-0.005124,0.915722
9.500000,-0.009638,-0.005337,0.916436
9.502000,-0.009452,-0.005531,0.917139
9.506000,-0.009265,-0.005707,0.917829
9.506000,-0.009076,-0.005864,0.918505
9.508000,-0.008886,-0.006004,0.919166
9.512000,-0.008695,-0.006126,0.919812
9.512000,-0.008503,-0.006232,0.920444
9.514000,-0.008311,-0.006323,0.921059
9.518000,-0.008118,-0.006399,0.921660
9.518000,-0.007926,-0.006461,0.922245
9.520000,-0.007734,-0.006509,0.922815
9.524000,-0.007543,-0.006545,0.923371
9.526000,-0.007352,-0.006569,0.923914
9.526000,-0.007163,-0.006582,0.924442
9.528000,-0.006975,-0.006585,0.924957
9.532000,-0.006789,-0.006577,0.925459
9.532000,-0.006604,-0.006560,0.925948
9.534000,-0.006421,-0.006535,0.926425
9.538000,-0.006241,-0.006501,0.926891
9.540000,-0.006062,-0.006460,0.927344
9.540000,-0.005886,-0.006411,0.927785
9.542000,-0.005713,-0.006355,0.928215
9.546000,-0.005541,-0.006293,0.928633
9.546000,-0.005373,-0.006225,0.929040
9.548000,-0.005207,-0.006151,0.929436
9.550000,-0.005045,-0.006072,0.929821
9.552000,-0.004885,-0.005989,0.930195
9.554000,-0.004729,-0.005901,0.930560
9.556000,-0.004576,-0.005808,0.930914
9.558000,-0.004426,-0.005712,0.931259
9.560000,-0.004279,-0.005612,0.931594
9.562000,-0.004137,-0.005508,0.931920
9.564000,-0.003997,-0.005401,0.932236
9.566000,-0.003862,-0.005291,0.932542
9.568000,-0.003730,-0.005179,0.932839
9.570000,-0.003601,-0.005064,0.933126
9.574000,-0.003477,-0.004947,0.933405
9.574000,-0.003356,-0.004828,0.933675
9.576000,-0.003240,-0.004707,0.933936
9.578000,-0.003127,-0.004585,0.934188
9.582000,-0.003018,-0.004461,0.934431
9.582000,-0.002913,-0.004336,0.934666
9.584000,-0.002812,-0.004210,0.934893
9.588000,-0.002715,-0.004083,0.935111
9.588000,-0.002622,-0.003954,0.935321
9.590000,-0.002534,-0.003826,0.935521
9.592000,-0.002449,-0.003696,0.935714
9.596000,-0.002368,-0.003566,0.935898
9.596000,-0.002292,-0.003436,0.936073
9.598000,-0.002219,-0.003305,0.936240
9.600000,-0.002151,-0.003174,0.936399
9.604000,-0.002086,-0.003043,0.936550
9.604000,-0.002026,-0.002911,0.936692
9.606000,-0.001969,-0.002780,0.936826
9.608000,-0.001916,-0.002649,0.936952
9.610000,-0.001868,-0.002518,0.937071
9.614000,-0.001823,-0.002388,0.937181
9.614000,-0.001782,-0.002258,0.937282
9.616000,-0.001744,-0.002128,0.937376
9.618000,-0.001711,-0.001999,0.937462
9.620000,-0.001681,-0.001870,0.937540
9.622000,-0.001655,-0.001741,0.937609
9.624000,-0.001633,-0.001613,0.937671
9.626000,-0.001614,-0.001486,0.937724
9.628000,-0.001598,-0.001359,0.937770
9.630000,-0.001586,-0.001233,0.937808
9.634000,-0.001577,-0.001107,0.937838
9.634000,-0.001572,-0.000982,0.937861
9.636000,-0.001569,-0.000858,0.937876
9.638000,-0.001569,-0.000736,0.937883
9.642000,-0.001573,-0.000614,0.937883
9.642000,-0.001579,-0.000494,0.937875
9.644000,-0.001589,-0.000374,0.937859
9.646000,-0.001601,-0.000256,0.937836
9.648000,-0.001601,-0.000256,0.937836
9.650000,-0.001633,-0.000021,0.937768
9.652000,-0.001652,0.000095,0.937723
9.656000,-0.001674,0.000211,0.937671
9.656000,-0.001697,0.000327,0.937613
9.658000,-0.001722,0.000442,0.937549
9.660000,-0.001749,0.000556,0.937481
9.664000,-0.002005,0.000619,0.937448
9.664000,-0.002419,0.000633,0.937484
9.666000,-0.002972,0.000607,0.937582
9.670000,-0.003628,0.000556,0.937746
9.670000,-0.004365,0.000484,0.937971
9.672000,-0.005165,0.000399,0.938253
9.674000,-0.006011,0.000304,0.938584
9.678000,-0.006886,0.000215,0.938958
9.678000,-0.007776,0.000136,0.939365
9.680000,-0.008672,0.000071,0.939801
9.682000,-0.009566,0.000020,0.940262
9.686000,-0.010449,-0.000013,0.940741
9.688000,-0.011316,-0.000027,0.941235
9.688000,-0.012165,-0.000023,0.941733
9.690000,-0.012991,-0.000001,0.942231
9.692000,-0.013790,0.000041,0.942727
9.694000,-0.014558,0.000103,0.943219
9.698000,-0.015292,0.000183,0.943705
9.698000,-0.015989,0.000280,0.944184
9.700000,-0.016648,0.000394,0.944656
9.702000,-0.017266,0.000525,0.945121
9.704000,-0.017843,0.000671,0.945578
9.708000,-0.018377,0.000831,0.946029
9.708000,-0.018869,0.001004,0.946471
9.710000,-0.019319,0.001188,0.946907
9.712000,-0.019728,0.001383,0.947335
9.714000,-0.020096,0.001587,0.947756
9.716000,-0.020425,0.001799,0.948171
9.718000,-0.020716,0.002017,0.948578
9.720000,-0.020970,0.002241,0.948979
9.724000,-0.021190,0.002468,0.949373
9.724000,-0.021376,0.002699,0.949760
9.726000,-0.021531,0.002931,0.950141
9.728000,-0.021657,0.003164,0.950516
9.732000,-0.021754,0.003397,0.950884
9.732000,-0.021825,0.003628,0.951246
9.734000,-0.021870,0.003856,0.951602
9.736000,-0.021893,0.004082,0.951952
9.740000,-0.021894,0.004303,0.952297
9.742000,-0.021873,0.004520,0.952638
9.742000,-0.021834,0.004731,0.952974
9.744000,-0.021778,0.004935,0.953305
9.746000,-0.021705,0.005133,0.953631
9.750000,-0.021618,0.005323,0.953953
9.752000,-0.021517,0.005505,0.954271
9.752000,-0.021404,0.005678,0.954585
9.754000,-0.021280,0.005842,0.954895
9.758000,-0.021146,0.005996,0.955201
9.760000,-0.021003,0.006140,0.955504
9.760000,-0.020852,0.006272,0.955803
9.762000,-0.020694,0.006394,0.956098
9.766000,-0.020530,0.006503,0.956391
9.768000,-0.020360,0.006601,0.956681
9.768000,-0.020185,0.006688,0.956969
9.770000,-0.020007,0.006762,0.957254
9.774000,-0.019825,0.006825,0.957536
9.774000,-0.019642,0.006876,0.957815
9.776000,-0.019457,0.006914,0.958092
9.780000,-0.019271,0.006940,0.958366
9.780000,-0.019085,0.006954,0.958637
9.782000,-0.018899,0.006956,0.958905
9.784000,-0.018714,0.006946,0.959171
9.788000,-0.018529,0.006923,0.959434
9.788000,-0.018345,0.006888,0.959696
9.790000,-0.018162,0.006842,0.959955
9.792000,-0.017981,0.006784,0.960212
9.794000,-0.017801,0.006714,0.960467
9.798000,-0.017801,0.006714,0.960467
9.798000,-0.017623,0.006632,0.960720
9.800000,-0.017276,0.006435,0.961220
9.802000,-0.017106,0.006319,0.961467
9.806000,-0.016775,0.006053,0.961954
9.806000,-0.016775,0.006053,0.961954
9.808000,-0.016614,0.005903,0.962194
9.810000,-0.016457,0.005744,0.962431
9.812000,-0.016303,0.005574,0.962666
9.816000,-0.016153,0.005394,0.962899
9.816000,-0.016006,0.005204,0.963129
9.818000,-0.015863,0.005004,0.963358
9.820000,-0.015723,0.004794,0.963583
9.824000,-0.015587,0.004574,0.963806
9.826000,-0.015454,0.004345,0.964026
9.826000,-0.015326,0.004106,0.964243
9.828000,-0.015201,0.003857,0.964456
9.830000,-0.015081,0.003599,0.964667
9.834000,-0.014964,0.003332,0.964874
9.834000,-0.014851,0.003055,0.965078
9.836000,-0.014741,0.002769,0.965278
9.838000,-0.014635,0.002475,0.965475
9.842000,-0.014532,0.002171,0.965669
9.844000,-0.014432,0.001859,0.965860
9.844000,-0.014336,0.001539,0.966048
9.846000,-0.014244,0.001209,0.966232
9.848000,-0.014156,0.000871,0.966411
9.852000,-0.014072,0.000524,0.966585
9.852000,-0.014072,0.000524,0.966585
9.854000,-0.013918,-0.000197,0.966914
9.856000,-0.013839,-0.000609,0.967094
9.858000,-0.013757,-0.001058,0.967288
9.860000,-0.013671,-0.001533,0.967495
9.864000,-0.013477,-0.002470,0.968053
9.866000,-0.013477,-0.002470,0.968053
9.866000,-0.013370,-0.002924,0.968400
9.868000,-0.013257,-0.003364,0.968785
9.870000,-0.013138,-0.003788,0.969198
9.874000,-0.012880,-0.004579,0.970078
9.874000,-0.012880,-0.004579,0.970078
9.876000,-0.012740,-0.004942,0.970530
9.878000,-0.012595,-0.005284,0.970984
9.880000,-0.012443,-0.005603,0.971437
9.882000,-0.012283,-0.005898,0.971886
9.884000,-0.012118,-0.006171,0.972327
9.888000,-0.011945,-0.006420,0.972761
9.888000,-0.011768,-0.006648,0.973185
9.890000,-0.011584,-0.006855,0.973600
9.892000,-0.011396,-0.007041,0.974005
9.896000,-0.011203,-0.007206,0.974402
9.896000,-0.011007,-0.007352,0.974788
9.898000,-0.010806,-0.007480,0.975164
9.902000,-0.010603,-0.007590,0.975531
9.902000,-0.010397,-0.007682,0.975889
9.904000,-0.010188,-0.007758,0.976236
9.908000,-0.009764,-0.007864,0.976904
9.910000,-0.009764,-0.007864,0.976904
9.910000,-0.009550,-0.007895,0.977225
9.912000,-0.009335,-0.007914,0.977536
9.914000,-0.009120,-0.007920,0.977840
9.916000,-0.008904,-0.007915,0.978135
9.920000,-0.008690,-0.007899,0.978422
9.920000,-0.008476,-0.007872,0.978701
9.922000,-0.008262,-0.007836,0.978972
9.924000,-0.008050,-0.007790,0.979236
9.928000,-0.007840,-0.007736,0.979493
9.928000,-0.007631,-0.007674,0.979743
9.930000,-0.007424,-0.007603,0.979986
9.934000,-0.007219,-0.007526,0.980222
9.934000,-0.007017,-0.007442,0.980452
9.936000,-0.006817,-0.007351,0.980675
9.940000,-0.006620,-0.007255,0.980893
9.940000,-0.006425,-0.007153,0.981104
9.942000,-0.006234,-0.007046,0.981310
9.944000,-0.006047,-0.006934,0.981509
9.948000,-0.005863,-0.006818,0.981704
9.948000,-0.005682,-0.006697,0.981892
9.950000,-0.005506,-0.006573,0.982076
9.952000,-0.005333,-0.006444,0.982254
9.956000,-0.005165,-0.006312,0.982427
9.956000,-0.005001,-0.006177,0.982595
9.958000,-0.004841,-0.006038,0.982758
9.960000,-0.004686,-0.005897,0.982916
9.964000,-0.004535,-0.005754,0.983069
9.966000,-0.004388,-0.005609,0.983218
9.966000,-0.004246,-0.005461,0.983363
9.968000,-0.004108,-0.005312,0.983503
9.970000,-0.003975,-0.005162,0.983639
9.974000,-0.003846,-0.005009,0.983771
9.976000,-0.003722,-0.004856,0.983898
9.976000,-0.003603,-0.004701,0.984021
9.978000,-0.003488,-0.004545,0.984140
9.982000,-0.003378,-0.004389,0.984254
9.984000,-0.003272,-0.004231,0.984364
9.984000,-0.003171,-0.004072,0.984470
9.988000,-0.003074,-0.003913,0.984572
9.990000,-0.002982,-0.003754,0.984670
9.992000,-0.002894,-0.003594,0.984765
9.992000,-0.002811,-0.003435,0.984856
9.994000,-0.002732,-0.003275,0.984944
9.998000,-0.002658,-0.003116,0.985028
10.000000,-0.002587,-0.002956,0.985109
10.002000,-0.002521,-0.002796,0.985186
10.002000,-0.002459,-0.002637,0.985259
10.004000,-0.002401,-0.002477,0.985328
10.006000,-0.002347,-0.002318,0.985394
10.010000,-0.002297,-0.002159,0.985456
10.012000,-0.002250,-0.002001,0.985513
10.014000,-0.002208,-0.001844,0.985569
10.014000,-0.002169,-0.001687,0.985622
10.016000,-0.002133,-0.001532,0.985673
10.018000,-0.002101,-0.001378,0.985721
10.020000,-0.002072,-0.001225,0.985766
10.022000,-0.002046,-0.001073,0.985808
10.026000,-0.002023,-0.000922,0.985847
10.026000,-0.002003,-0.000771,0.985882
10.028000,-0.001986,-0.000621,0.985914
10.032000,-0.001971,-0.000471,0.985941
10.034000,-0.001960,-0.000323,0.985965
10.034000,-0.001950,-0.000175,0.985984
10.036000,-0.001943,-0.000028,0.985999
10.038000,-0.001938,0.000114,0.986018
