time,roll,pitch,yaw,roll_d,pitch_d,yaw_d
0.736000,3.100099,3.119453,-3.137832,3.141205,3.141353,-3.141562
0.738000,3.100102,3.119457,-3.137832,3.141205,3.141353,-3.141562
0.740000,3.100106,3.119461,-3.137833,3.141205,3.141353,-3.141562
0.742000,3.100110,3.119465,-3.137834,3.141205,3.141353,-3.141562
0.746000,3.100113,3.119468,-3.137835,3.141205,3.141353,-3.141562
0.746000,3.100117,3.119472,-3.137836,3.141205,3.141353,-3.141562
0.748000,3.100121,3.119475,-3.137837,3.141205,3.141353,-3.141562
0.750000,3.100125,3.119479,-3.137838,3.141205,3.141353,-3.141562
0.754000,3.100129,3.119481,-3.137838,3.141205,3.141353,-3.141562
0.756000,3.100134,3.119483,-3.137839,3.141205,3.141353,-3.141562
